"formulario_id";"importacao_id";"arquivo_nome";"processado_em";"total_abas";"aba_origem";"formulario_index";"cliente";"titulo_plano";"numero_acordo";"periodo_original";"periodo_inicio";"periodo_fim";"periodo_normalizado";"periodo_status";"periodo_acoes_original";"periodo_acoes_inicio";"periodo_acoes_fim";"periodo_acoes_normalizado";"periodo_acoes_status";"premissa_id";"linha_ordem";"descricao";"valor_original";"row_excel";"linha_original"
"2";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"COMERCIAL SERRA";"1";"COMERCIAL SERRA";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"43";"15";"____________________________________________";"____________________________________________";"92";"____________________________________________ | ____________________________________________"
"2";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"COMERCIAL SERRA";"1";"COMERCIAL SERRA";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"44";"16";"COMERCIAL SERRA";"AQUAFAST - Produtos de Higiene e Limpeza";"93";"COMERCIAL SERRA | AQUAFAST - Produtos de Higiene e Limpeza"
"2";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"COMERCIAL SERRA";"1";"COMERCIAL SERRA";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"45";"17";"2025-12-01 00";"00:00";"94";"2025-12-01 00:00:00"
"3";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"RAGAN";"1";"RAGAN";"PLANO DE INTRODUÇÃO";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"46";"4";"PREMISSAS GERAIS";"NULL";"60";"PREMISSAS GERAIS"
"3";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"RAGAN";"1";"RAGAN";"PLANO DE INTRODUÇÃO";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"47";"5";"A seleção de itens para ações comerciais previstas no Plano de Mídia será enviada pela Empresa via e-mail a cada 90 dias. O presente acordo é condicionado, considerando-se mutuamente o pagamento do investimento e a realização da contrapartida;";"NULL";"62";"A seleção de itens para ações comerciais previstas no Plano de Mídia será enviada pela Empresa via e-mail a cada 90 dias. O presente acordo é condicionado, considerando-se mutuamente o pagamento do investimento e a realização da contrapartida;"
"3";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"RAGAN";"1";"RAGAN";"PLANO DE INTRODUÇÃO";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"48";"6";"Os pedidos devem ser emitidos até o dia 20 de cada mês para execução do Plano de Mídia ajustado;";"NULL";"65";"Os pedidos devem ser emitidos até o dia 20 de cada mês para execução do Plano de Mídia ajustado;"
"3";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"RAGAN";"1";"RAGAN";"PLANO DE INTRODUÇÃO";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"49";"7";"Condições válidas somente para carregamento dentro da modalidade de frete acordada;";"NULL";"68";"Condições válidas somente para carregamento dentro da modalidade de frete acordada;"
"3";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"RAGAN";"1";"RAGAN";"PLANO DE INTRODUÇÃO";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"50";"8";"As ações comerciais previstas no Plano de Mídia deverão ser comprovadas até o dia 07 do mês subsequente a ação para que o pagamento seja realizado até o dia 18 (bimestralmente);";"NULL";"70";"As ações comerciais previstas no Plano de Mídia deverão ser comprovadas até o dia 07 do mês subsequente a ação para que o pagamento seja realizado até o dia 18 (bimestralmente);"
"3";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"RAGAN";"1";"RAGAN";"PLANO DE INTRODUÇÃO";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"51";"9";"Esse acordo não pode ser prorrogado para atingimento de objetivos pois a análise de viabilidade foi feita dentro do volume e do prazo acordado, da mesma forma está excluida a possibilidade de pagamento proporcional;";"NULL";"72";"Esse acordo não pode ser prorrogado para atingimento de objetivos pois a análise de viabilidade foi feita dentro do volume e do prazo acordado, da mesma forma está excluida a possibilidade de pagamento proporcional;"
"3";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"RAGAN";"1";"RAGAN";"PLANO DE INTRODUÇÃO";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"52";"10";"O percentual de investimento é pago sobre o valor dos produtos SEM IMPOSTOS.";"NULL";"74";"O percentual de investimento é pago sobre o valor dos produtos SEM IMPOSTOS."
"3";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"RAGAN";"1";"RAGAN";"PLANO DE INTRODUÇÃO";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"53";"11";"Tanto o percentual da verba quanto o valor do pedido, devem ser previamente aprovados com a empresa antes de ser feita a negociação.";"NULL";"76";"Tanto o percentual da verba quanto o valor do pedido, devem ser previamente aprovados com a empresa antes de ser feita a negociação."
"3";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"RAGAN";"1";"RAGAN";"PLANO DE INTRODUÇÃO";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"54";"12";"O pagamento da Verba de Introdução acordada é ativado mediante o cumprimeto das premissas previstas nesse acordo";"NULL";"77";"O pagamento da Verba de Introdução acordada é ativado mediante o cumprimeto das premissas previstas nesse acordo"
"3";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"RAGAN";"1";"RAGAN";"PLANO DE INTRODUÇÃO";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"55";"13";"Liberação Scanntech.";"NULL";"79";"Liberação Scanntech."
"3";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"RAGAN";"1";"RAGAN";"PLANO DE INTRODUÇÃO";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"56";"14";"____________________________________________";"____________________________________________";"83";"____________________________________________ | ____________________________________________"
"3";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"RAGAN";"1";"RAGAN";"PLANO DE INTRODUÇÃO";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"57";"15";"RAGAN";"AQUAFAST - Produtos de Higiene e Limpeza";"84";"RAGAN | AQUAFAST - Produtos de Higiene e Limpeza"
"3";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"RAGAN";"1";"RAGAN";"PLANO DE INTRODUÇÃO";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"58";"16";"2025-01-01 00";"00:00";"86";"2025-01-01 00:00:00"
"4";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"MASTER";"1";"MASTER ATS";"PLANO DE NEGÓCIOS";"NULL";"MARÇO À DEZEMBRO/26";"2026-03";"2026-12";"2026-03 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"59";"3";"PREMISSAS GERAIS";"NULL";"79";"PREMISSAS GERAIS"
"4";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"MASTER";"1";"MASTER ATS";"PLANO DE NEGÓCIOS";"NULL";"MARÇO À DEZEMBRO/26";"2026-03";"2026-12";"2026-03 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"60";"4";"A seleção de itens para ações comerciais previstas no Plano de Mídia será enviada pela Empresa via e-mail a cada 90 dias. O presente acordo é condicionado, considerando-se mutuamente o pagamento do investimento e a realização da contrapartida;";"NULL";"81";"A seleção de itens para ações comerciais previstas no Plano de Mídia será enviada pela Empresa via e-mail a cada 90 dias. O presente acordo é condicionado, considerando-se mutuamente o pagamento do investimento e a realização da contrapartida;"
"4";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"MASTER";"1";"MASTER ATS";"PLANO DE NEGÓCIOS";"NULL";"MARÇO À DEZEMBRO/26";"2026-03";"2026-12";"2026-03 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"61";"5";"O pagamento só será efetuado mediante comprovação das ações comerciais acordadas;";"NULL";"84";"O pagamento só será efetuado mediante comprovação das ações comerciais acordadas;"
"4";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"MASTER";"1";"MASTER ATS";"PLANO DE NEGÓCIOS";"NULL";"MARÇO À DEZEMBRO/26";"2026-03";"2026-12";"2026-03 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"62";"6";"Os pedidos devem ser emitidos até o dia 20 de cada mês para execução do Plano de Mídia ajustado;";"NULL";"86";"Os pedidos devem ser emitidos até o dia 20 de cada mês para execução do Plano de Mídia ajustado;"
"4";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"MASTER";"1";"MASTER ATS";"PLANO DE NEGÓCIOS";"NULL";"MARÇO À DEZEMBRO/26";"2026-03";"2026-12";"2026-03 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"63";"7";"Condições válidas somente para carregamento dentro da modalidade de frete acordada;";"NULL";"88";"Condições válidas somente para carregamento dentro da modalidade de frete acordada;"
"4";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"MASTER";"1";"MASTER ATS";"PLANO DE NEGÓCIOS";"NULL";"MARÇO À DEZEMBRO/26";"2026-03";"2026-12";"2026-03 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"64";"8";"As ações comerciais previstas no Plano de Mídia deverão ser comprovadas até o dia 07 do mês subsequente a ação para que o pagamento seja realizado até o dia 18 (bimestralmente);";"NULL";"90";"As ações comerciais previstas no Plano de Mídia deverão ser comprovadas até o dia 07 do mês subsequente a ação para que o pagamento seja realizado até o dia 18 (bimestralmente);"
"4";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"MASTER";"1";"MASTER ATS";"PLANO DE NEGÓCIOS";"NULL";"MARÇO À DEZEMBRO/26";"2026-03";"2026-12";"2026-03 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"65";"9";"Esse acordo já contempla inaugurações ou ações comemorativas do período;";"NULL";"92";"Esse acordo já contempla inaugurações ou ações comemorativas do período;"
"4";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"MASTER";"1";"MASTER ATS";"PLANO DE NEGÓCIOS";"NULL";"MARÇO À DEZEMBRO/26";"2026-03";"2026-12";"2026-03 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"66";"10";"O pagamento percentual só é ativado se o volume de compra previsto no Plano de Negócio/JBP for cumprido. Volume de compra excedente ao mínimo previsto também será contemplado com a porcentagem acordada;";"NULL";"94";"O pagamento percentual só é ativado se o volume de compra previsto no Plano de Negócio/JBP for cumprido. Volume de compra excedente ao mínimo previsto também será contemplado com a porcentagem acordada;"
"4";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"MASTER";"1";"MASTER ATS";"PLANO DE NEGÓCIOS";"NULL";"MARÇO À DEZEMBRO/26";"2026-03";"2026-12";"2026-03 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"67";"11";"Esse acordo não pode ser prorrogado para atingimento de objetivos pois a análise de viabilidade foi feita dentro do volume e do prazo acordado, da mesma forma está excluida a possibilidade de pagamento proporcional;";"NULL";"96";"Esse acordo não pode ser prorrogado para atingimento de objetivos pois a análise de viabilidade foi feita dentro do volume e do prazo acordado, da mesma forma está excluida a possibilidade de pagamento proporcional;"
"4";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"MASTER";"1";"MASTER ATS";"PLANO DE NEGÓCIOS";"NULL";"MARÇO À DEZEMBRO/26";"2026-03";"2026-12";"2026-03 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"68";"12";"Qualquer alteração nas condições aqui estabelecidas deverá ser formalizada por escrito e aprovada por ambas as partes;";"NULL";"99";"Qualquer alteração nas condições aqui estabelecidas deverá ser formalizada por escrito e aprovada por ambas as partes;"
"4";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"MASTER";"1";"MASTER ATS";"PLANO DE NEGÓCIOS";"NULL";"MARÇO À DEZEMBRO/26";"2026-03";"2026-12";"2026-03 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"69";"13";"O pagamento está condicionado à liberação de dados Scanntech.";"NULL";"101";"O pagamento está condicionado à liberação de dados Scanntech."
"4";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"MASTER";"1";"MASTER ATS";"PLANO DE NEGÓCIOS";"NULL";"MARÇO À DEZEMBRO/26";"2026-03";"2026-12";"2026-03 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"70";"14";"O percentual de investimento é pago sobre o valor dos produtos SEM IMPOSTOS.";"NULL";"103";"O percentual de investimento é pago sobre o valor dos produtos SEM IMPOSTOS."
"4";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"MASTER";"1";"MASTER ATS";"PLANO DE NEGÓCIOS";"NULL";"MARÇO À DEZEMBRO/26";"2026-03";"2026-12";"2026-03 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"71";"15";"____________________________________________";"____________________________________________";"106";"____________________________________________ | ____________________________________________"
"4";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"MASTER";"1";"MASTER ATS";"PLANO DE NEGÓCIOS";"NULL";"MARÇO À DEZEMBRO/26";"2026-03";"2026-12";"2026-03 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"72";"16";"MASTER ATS";"AQUAFAST - Produtos de Higiene e Limpeza";"107";"MASTER ATS | AQUAFAST - Produtos de Higiene e Limpeza"
"4";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"MASTER";"1";"MASTER ATS";"PLANO DE NEGÓCIOS";"NULL";"MARÇO À DEZEMBRO/26";"2026-03";"2026-12";"2026-03 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"73";"17";"2026-02-01 00";"00:00";"108";"2026-02-01 00:00:00"
"7";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"IRMAOS ZAT";"1";"IRMÃOS ZAT LTDA";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"74";"4";"PREMISSAS GERAIS";"NULL";"79";"PREMISSAS GERAIS"
"7";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"IRMAOS ZAT";"1";"IRMÃOS ZAT LTDA";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"75";"5";"A seleção de itens para ações comerciais previstas no Plano de Mídia será enviada pela Empresa via e-mail a cada 90 dias. O presente acordo é condicionado, considerando-se mutuamente o pagamento do investimento e a realização da contrapartida;";"NULL";"81";"A seleção de itens para ações comerciais previstas no Plano de Mídia será enviada pela Empresa via e-mail a cada 90 dias. O presente acordo é condicionado, considerando-se mutuamente o pagamento do investimento e a realização da contrapartida;"
"7";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"IRMAOS ZAT";"1";"IRMÃOS ZAT LTDA";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"76";"6";"O pagamento só será efetuado mediante comprovação das ações comerciais acordadas;";"NULL";"84";"O pagamento só será efetuado mediante comprovação das ações comerciais acordadas;"
"7";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"IRMAOS ZAT";"1";"IRMÃOS ZAT LTDA";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"77";"7";"Os pedidos devem ser emitidos até o dia 20 de cada mês para execução do Plano de Mídia ajustado;";"NULL";"86";"Os pedidos devem ser emitidos até o dia 20 de cada mês para execução do Plano de Mídia ajustado;"
"7";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"IRMAOS ZAT";"1";"IRMÃOS ZAT LTDA";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"78";"8";"Condições válidas somente para carregamento dentro da modalidade de frete acordada;";"NULL";"88";"Condições válidas somente para carregamento dentro da modalidade de frete acordada;"
"7";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"IRMAOS ZAT";"1";"IRMÃOS ZAT LTDA";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"79";"9";"As ações comerciais previstas no Plano de Mídia deverão ser comprovadas até o dia 07 do mês subsequente a ação para que o pagamento seja realizado até o dia 18 (bimestralmente);";"NULL";"90";"As ações comerciais previstas no Plano de Mídia deverão ser comprovadas até o dia 07 do mês subsequente a ação para que o pagamento seja realizado até o dia 18 (bimestralmente);"
"7";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"IRMAOS ZAT";"1";"IRMÃOS ZAT LTDA";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"80";"10";"Esse acordo já contempla inaugurações ou ações comemorativas do período;";"NULL";"92";"Esse acordo já contempla inaugurações ou ações comemorativas do período;"
"7";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"IRMAOS ZAT";"1";"IRMÃOS ZAT LTDA";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"81";"11";"O pagamento percentual só é ativado se o volume de compra previsto no Plano de Negócio/JBP for cumprido. Volume de compra excedente ao mínimo previsto também será contemplado com a porcentagem acordada;";"NULL";"94";"O pagamento percentual só é ativado se o volume de compra previsto no Plano de Negócio/JBP for cumprido. Volume de compra excedente ao mínimo previsto também será contemplado com a porcentagem acordada;"
"7";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"IRMAOS ZAT";"1";"IRMÃOS ZAT LTDA";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"82";"12";"Esse acordo não pode ser prorrogado para atingimento de objetivos pois a análise de viabilidade foi feita dentro do volume e do prazo acordado, da mesma forma está excluida a possibilidade de pagamento proporcional;";"NULL";"96";"Esse acordo não pode ser prorrogado para atingimento de objetivos pois a análise de viabilidade foi feita dentro do volume e do prazo acordado, da mesma forma está excluida a possibilidade de pagamento proporcional;"
"7";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"IRMAOS ZAT";"1";"IRMÃOS ZAT LTDA";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"83";"13";"Qualquer alteração nas condições aqui estabelecidas deverá ser formalizada por escrito e aprovada por ambas as partes;";"NULL";"99";"Qualquer alteração nas condições aqui estabelecidas deverá ser formalizada por escrito e aprovada por ambas as partes;"
"7";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"IRMAOS ZAT";"1";"IRMÃOS ZAT LTDA";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"84";"14";"O pagamento está condicionado à liberação de dados Scanntech.";"NULL";"101";"O pagamento está condicionado à liberação de dados Scanntech."
"7";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"IRMAOS ZAT";"1";"IRMÃOS ZAT LTDA";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"85";"15";"O percentual de investimento é pago sobre o valor dos produtos SEM IMPOSTOS.";"NULL";"103";"O percentual de investimento é pago sobre o valor dos produtos SEM IMPOSTOS."
"7";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"IRMAOS ZAT";"1";"IRMÃOS ZAT LTDA";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"86";"16";"____________________________________________";"____________________________________________";"104";"____________________________________________ | ____________________________________________"
"7";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"IRMAOS ZAT";"1";"IRMÃOS ZAT LTDA";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"87";"17";"IRMÃOS ZAT LTDA";"AQUAFAST - Produtos de Higiene e Limpeza";"105";"IRMÃOS ZAT LTDA | AQUAFAST - Produtos de Higiene e Limpeza"
"7";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"IRMAOS ZAT";"1";"IRMÃOS ZAT LTDA";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"88";"18";"2025-11-01 00";"00:00";"106";"2025-11-01 00:00:00"
"8";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"GRANDESUL";"1";"GRANDESUL";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"89";"3";"PREMISSAS GERAIS";"NULL";"77";"PREMISSAS GERAIS"
"8";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"GRANDESUL";"1";"GRANDESUL";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"90";"4";"A seleção de itens para ações comerciais previstas no Plano de Mídia será enviada pela Empresa via e-mail a cada 90 dias. O presente acordo é condicionado, considerando-se mutuamente o pagamento do investimento e a realização da contrapartida;";"NULL";"78";"A seleção de itens para ações comerciais previstas no Plano de Mídia será enviada pela Empresa via e-mail a cada 90 dias. O presente acordo é condicionado, considerando-se mutuamente o pagamento do investimento e a realização da contrapartida;"
"8";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"GRANDESUL";"1";"GRANDESUL";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"91";"5";"O pagamento só será efetuado mediante comprovação das ações comerciais acordadas;";"NULL";"81";"O pagamento só será efetuado mediante comprovação das ações comerciais acordadas;"
"8";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"GRANDESUL";"1";"GRANDESUL";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"92";"6";"Os pedidos devem ser emitidos até o dia 20 de cada mês para execução do Plano de Mídia ajustado;";"NULL";"83";"Os pedidos devem ser emitidos até o dia 20 de cada mês para execução do Plano de Mídia ajustado;"
"8";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"GRANDESUL";"1";"GRANDESUL";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"93";"7";"Condições válidas somente para carregamento dentro da modalidade de frete acordada;";"NULL";"85";"Condições válidas somente para carregamento dentro da modalidade de frete acordada;"
"8";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"GRANDESUL";"1";"GRANDESUL";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"94";"8";"As ações comerciais previstas no Plano de Mídia deverão ser comprovadas até o dia 07 do mês subsequente a ação para que o pagamento seja realizado até o dia 18 (bimestralmente);";"NULL";"87";"As ações comerciais previstas no Plano de Mídia deverão ser comprovadas até o dia 07 do mês subsequente a ação para que o pagamento seja realizado até o dia 18 (bimestralmente);"
"8";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"GRANDESUL";"1";"GRANDESUL";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"95";"9";"O pagamento percentual só é ativado se o volume de compra previsto no Plano de Negócio/JBP for cumprido. Volume de compra excedente ao mínimo previsto também será contemplado com a porcentagem acordada;";"NULL";"89";"O pagamento percentual só é ativado se o volume de compra previsto no Plano de Negócio/JBP for cumprido. Volume de compra excedente ao mínimo previsto também será contemplado com a porcentagem acordada;"
