"formulario_id";"importacao_id";"arquivo_nome";"processado_em";"total_abas";"aba_origem";"formulario_index";"cliente";"titulo_plano";"numero_acordo";"periodo_original";"periodo_inicio";"periodo_fim";"periodo_normalizado";"periodo_status";"periodo_acoes_original";"periodo_acoes_inicio";"periodo_acoes_fim";"periodo_acoes_normalizado";"periodo_acoes_status";"objetivo_id";"linha_ordem";"tipo_registro";"ano_bloco";"descricao";"valor_original";"valor_numerico";"unidade";"gatilho_anual";"faturamento";"lava_roupas_liquido";"amaciante_concentrado";"observacao";"lado_layout";"row_excel";"linha_original"
"12";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"UNIDASUL";"1";"UNIDASUL";"PLANO DE NEGÓCIOS";"NULL";"SETEMBRO À DEZEMBRO";"NULL";"NULL";"SETEMBRO À DEZEMBRO";"nao_interpretado";"NULL";"NULL";"NULL";"NULL";"NULL";"38";"2";"objetivo";"2025";"OBJETIVO NORTEADOR DE VOLUME/MÊS (CAIXAS):";"12500";"12500.0000";"CX";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"26";"OBJETIVO NORTEADOR DE VOLUME/MÊS (CAIXAS): | 12500"
"12";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"UNIDASUL";"1";"UNIDASUL";"PLANO DE NEGÓCIOS";"NULL";"SETEMBRO À DEZEMBRO";"NULL";"NULL";"SETEMBRO À DEZEMBRO";"nao_interpretado";"NULL";"NULL";"NULL";"NULL";"NULL";"39";"3";"objetivo";"2025";"OBJETIVO DE VOLUME/TOTAL DO PERÍODO (CAIXAS):";"50000";"50000.0000";"CX";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"29";"OBJETIVO DE VOLUME/TOTAL DO PERÍODO (CAIXAS): | 50000"
"12";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"UNIDASUL";"1";"UNIDASUL";"PLANO DE NEGÓCIOS";"NULL";"SETEMBRO À DEZEMBRO";"NULL";"NULL";"SETEMBRO À DEZEMBRO";"nao_interpretado";"NULL";"NULL";"NULL";"NULL";"NULL";"40";"4";"objetivo";"2025";"OBJETIVO DE CRESCIMENTO EM VOLUME: (EM RELAÇÃO AO VOLUME DE COMPRA DE SET/24 À DEZ/24)";"15%";"15.0000";"%";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"32";"OBJETIVO DE CRESCIMENTO EM VOLUME: (EM RELAÇÃO AO VOLUME DE COMPRA DE SET/24 À DEZ/24) | 15%"
"12";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"UNIDASUL";"1";"UNIDASUL";"PLANO DE NEGÓCIOS";"NULL";"SETEMBRO À DEZEMBRO";"NULL";"NULL";"SETEMBRO À DEZEMBRO";"nao_interpretado";"NULL";"NULL";"NULL";"NULL";"NULL";"41";"5";"objetivo";"2025";"MODALIDADE DE CARREGAMENTO:";"FOB";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"38";"MODALIDADE DE CARREGAMENTO: | FOB"
"13";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"SDB COM";"1";"SDB COM. - FORT ATACADISTA";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À MARÇO/26";"2026-01";"2026-03";"2026-01 a 2026-03";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"42";"1";"objetivo";"2026";"OBJETIVOS";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"25";"OBJETIVOS | 2026"
"13";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"SDB COM";"1";"SDB COM. - FORT ATACADISTA";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À MARÇO/26";"2026-01";"2026-03";"2026-01 a 2026-03";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"43";"2";"objetivo";"2026";"OBJETIVO MÉDIO EM VALOR/MÊS:";"133333";"133333.0000";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"27";"OBJETIVO MÉDIO EM VALOR/MÊS: | 133333"
"13";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"SDB COM";"1";"SDB COM. - FORT ATACADISTA";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À MARÇO/26";"2026-01";"2026-03";"2026-01 a 2026-03";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"44";"3";"objetivo";"2026";"OBJETIVO TOTAL NO PERÍODO EM VALOR:";"400000";"400000.0000";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"30";"OBJETIVO TOTAL NO PERÍODO EM VALOR: | 400000"
"13";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"SDB COM";"1";"SDB COM. - FORT ATACADISTA";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À MARÇO/26";"2026-01";"2026-03";"2026-01 a 2026-03";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"45";"4";"objetivo";"2026";"MODALIDADE DE CARREGAMENTO:";"CIF";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"39";"MODALIDADE DE CARREGAMENTO: | CIF"
"14";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"CENTERMASTERSUL";"1";"CENTERMASTERSUL";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"46";"1";"objetivo";"2026";"OBJETIVOS";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"22";"OBJETIVOS | 2026"
"14";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"CENTERMASTERSUL";"1";"CENTERMASTERSUL";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"47";"2";"objetivo";"2026";"OBJETIVO DE VOLUME/MÊS (CAIXAS):";"250";"250.0000";"CX";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"24";"OBJETIVO DE VOLUME/MÊS (CAIXAS): | 250"
"14";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"CENTERMASTERSUL";"1";"CENTERMASTERSUL";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"48";"3";"objetivo";"2026";"OBJETIVO DE VOLUME/TOTAL DO PERÍODO (CAIXAS):";"3000";"3000.0000";"CX";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"27";"OBJETIVO DE VOLUME/TOTAL DO PERÍODO (CAIXAS): | 3000"
"14";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"CENTERMASTERSUL";"1";"CENTERMASTERSUL";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"49";"4";"objetivo";"2026";"OBJETIVO DE SHARE PARA 2026:";"15%";"15.0000";"%";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"30";"OBJETIVO DE SHARE PARA 2026: | 15%"
"14";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"CENTERMASTERSUL";"1";"CENTERMASTERSUL";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"50";"5";"objetivo";"2026";"MODALIDADE DE CARREGAMENTO:";"FOB";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"33";"MODALIDADE DE CARREGAMENTO: | FOB"
"15";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"MYATA";"1";"SUPERMERCADO MYATA";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO A DEZEMBRO/2026";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"51";"1";"objetivo";"2026";"OBJETIVOS";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"19";"OBJETIVOS | 2026"
"15";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"MYATA";"1";"SUPERMERCADO MYATA";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO A DEZEMBRO/2026";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"52";"2";"objetivo";"2026";"OBJETIVO DE VALOR/MÊS:";"57000";"57000.0000";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"21";"OBJETIVO DE VALOR/MÊS: | 57000"
"15";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"MYATA";"1";"SUPERMERCADO MYATA";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO A DEZEMBRO/2026";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"53";"3";"objetivo";"2026";"OBJETIVO DE VOLUME/TOTAL DO PERÍODO (CAIXAS):";"680000";"680000.0000";"CX";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"24";"OBJETIVO DE VOLUME/TOTAL DO PERÍODO (CAIXAS): | 680000"
"16";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"PASSARELA CENTER";"1";"PASSARELA CENTER";"JBP";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"54";"1";"objetivo";"2026";"OBJETIVOS";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"20";"OBJETIVOS | 2026"
"16";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"PASSARELA CENTER";"1";"PASSARELA CENTER";"JBP";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"55";"2";"objetivo";"2026";"OBJETIVO DE COMPRA MENSAL (2026) VALOR:";"1304000";"1304000.0000";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"22";"OBJETIVO DE COMPRA MENSAL (2026) VALOR: | 1304000"
"16";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"PASSARELA CENTER";"1";"PASSARELA CENTER";"JBP";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"56";"3";"objetivo";"2026";"OBJETIVO DE COMPRA TOTAL C/ CRESCIMENTO 15% (2026) VALOR:";"15640000";"15640000.0000";"%";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"25";"OBJETIVO DE COMPRA TOTAL C/ CRESCIMENTO 15% (2026) VALOR: | 15640000"
"17";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"GUANABARA";"1";"GUANABARA";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"57";"1";"objetivo";"2026";"OBJETIVOS";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"28";"OBJETIVOS | 2026"
"17";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"GUANABARA";"1";"GUANABARA";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"58";"2";"objetivo";"2026";"OBJETIVO NORTEADOR DE VOLUME/MÊS (CAIXAS):";"5800";"5800.0000";"CX";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"30";"OBJETIVO NORTEADOR DE VOLUME/MÊS (CAIXAS): | 5800"
"17";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"GUANABARA";"1";"GUANABARA";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"59";"3";"objetivo";"2026";"OBJETIVO NORTEADOR DE VOLUME/TOTAL DO PERÍODO (CX):";"69600";"69600.0000";"CX";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"33";"OBJETIVO NORTEADOR DE VOLUME/TOTAL DO PERÍODO (CX): | 69600"
"17";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"GUANABARA";"1";"GUANABARA";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"60";"4";"objetivo";"2026";"OBJETIVO DE CRESCIMENTO EM VOLUME PARA 2026: (EM RELAÇÃO AO VOLUME DE COMPRA MÉDIA DE JAN À SET DE 2025)";"6%";"6.0000";"%";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"36";"OBJETIVO DE CRESCIMENTO EM VOLUME PARA 2026: (EM RELAÇÃO AO VOLUME DE COMPRA MÉDIA DE JAN À SET DE 2025) | 6%"
"17";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"GUANABARA";"1";"GUANABARA";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"61";"5";"objetivo";"2026";"OBJETIVO DE SHARE PARA 2026:";"22%";"22.0000";"%";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"39";"OBJETIVO DE SHARE PARA 2026: | 22%"
"17";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"GUANABARA";"1";"GUANABARA";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"62";"6";"objetivo";"2026";"MODALIDADE DE CARREGAMENTO:";"FOB";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"42";"MODALIDADE DE CARREGAMENTO: | FOB"
"18";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"TRINDADE";"1";"TRINDADE E SEHN LTDA";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"63";"1";"objetivo";"2026";"OBJETIVOS";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"28";"OBJETIVOS | 2026"
"18";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"TRINDADE";"1";"TRINDADE E SEHN LTDA";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"64";"2";"objetivo";"2026";"OBJETIVO DE VOLUME/MÊS (CAIXAS):";"1800";"1800.0000";"CX";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"30";"OBJETIVO DE VOLUME/MÊS (CAIXAS): | 1800"
"18";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"TRINDADE";"1";"TRINDADE E SEHN LTDA";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"65";"3";"objetivo";"2026";"OBJETIVO DE VOLUME/TOTAL DO PERÍODO (CAIXAS):";"21600";"21600.0000";"CX";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"33";"OBJETIVO DE VOLUME/TOTAL DO PERÍODO (CAIXAS): | 21600"
"18";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"TRINDADE";"1";"TRINDADE E SEHN LTDA";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"66";"4";"objetivo";"2026";"OBJETIVO DE CRESCIMENTO EM VOLUME PARA 2026: (EM RELAÇÃO AO VOLUME DE COMPRA MÉDIA DE Jan À Out DE 2025)";"40%";"40.0000";"%";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"36";"OBJETIVO DE CRESCIMENTO EM VOLUME PARA 2026: (EM RELAÇÃO AO VOLUME DE COMPRA MÉDIA DE Jan À Out DE 2025) | 40%"
"18";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"TRINDADE";"1";"TRINDADE E SEHN LTDA";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"67";"5";"objetivo";"2026";"OBJETIVO DE SHARE PARA 2026:";"29%";"29.0000";"%";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"39";"OBJETIVO DE SHARE PARA 2026: | 29%"
"18";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"TRINDADE";"1";"TRINDADE E SEHN LTDA";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"68";"6";"objetivo";"2026";"MODALIDADE DE CARREGAMENTO:";"FOB";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"42";"MODALIDADE DE CARREGAMENTO: | FOB"
"20";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"GUARAPARI";"1";"GUARAPARI";"PLANO DE INTRODUÇÃO";"NULL";"OUTUBRO/25 À MARÇO/26";"2025-10";"2026-03";"2025-10 a 2026-03";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"69";"1";"objetivo";"2025";"OBJETIVOS";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"24";"OBJETIVOS | 2025"
"20";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"GUARAPARI";"1";"GUARAPARI";"PLANO DE INTRODUÇÃO";"NULL";"OUTUBRO/25 À MARÇO/26";"2025-10";"2026-03";"2025-10 a 2026-03";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"70";"2";"objetivo";"2025";"OBJETIVO NORTEADOR DE VOLUME/MÊS (CAIXAS):";"1.600cx";"1600.0000";"CX";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"26";"OBJETIVO NORTEADOR DE VOLUME/MÊS (CAIXAS): | 1.600cx"
"20";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"GUARAPARI";"1";"GUARAPARI";"PLANO DE INTRODUÇÃO";"NULL";"OUTUBRO/25 À MARÇO/26";"2025-10";"2026-03";"2025-10 a 2026-03";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"71";"3";"objetivo";"2025";"OBJETIVO DE VOLUME/TOTAL DO PERÍODO (CAIXAS):";"9.600CX";"9600.0000";"CX";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"29";"OBJETIVO DE VOLUME/TOTAL DO PERÍODO (CAIXAS): | 9.600CX"
"20";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"GUARAPARI";"1";"GUARAPARI";"PLANO DE INTRODUÇÃO";"NULL";"OUTUBRO/25 À MARÇO/26";"2025-10";"2026-03";"2025-10 a 2026-03";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"72";"4";"objetivo";"2025";"OBJETIVO DE CRESCIMENTO EM VOLUME: (EM RELAÇÃO AO VOLUME DE COMPRA MÉDIA DE OUT/24 À MAR/25)";"65%";"65.0000";"%";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"32";"OBJETIVO DE CRESCIMENTO EM VOLUME: (EM RELAÇÃO AO VOLUME DE COMPRA MÉDIA DE OUT/24 À MAR/25) | 65%"
"20";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"GUARAPARI";"1";"GUARAPARI";"PLANO DE INTRODUÇÃO";"NULL";"OUTUBRO/25 À MARÇO/26";"2025-10";"2026-03";"2025-10 a 2026-03";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"73";"5";"objetivo";"2025";"MODALIDADE DE CARREGAMENTO:";"FOB";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"38";"MODALIDADE DE CARREGAMENTO: | FOB"
"21";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"ROXO";"1";"ROXO";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"74";"1";"objetivo";"2026";"OBJETIVOS";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"25";"OBJETIVOS | 2026"
"21";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"ROXO";"1";"ROXO";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"75";"2";"objetivo";"2026";"OBJETIVO DE VOLUME/MÊS (CAIXAS):";"1.800 (1 CARGA) À 2.000cx";"NULL";"CX";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"27";"OBJETIVO DE VOLUME/MÊS (CAIXAS): | 1.800 (1 CARGA) À 2.000cx"
"21";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"ROXO";"1";"ROXO";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"76";"3";"objetivo";"2026";"OBJETIVO DE VOLUME/TOTAL DO PERÍODO (CAIXAS):";"24000";"24000.0000";"CX";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"30";"OBJETIVO DE VOLUME/TOTAL DO PERÍODO (CAIXAS): | 24000"
"21";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"ROXO";"1";"ROXO";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"77";"4";"objetivo";"2026";"OBJETIVO DE SHARE PARA 2026:";"38%";"38.0000";"%";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"33";"OBJETIVO DE SHARE PARA 2026: | 38%"
"21";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"ROXO";"1";"ROXO";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"78";"5";"objetivo";"2026";"MODALIDADE DE CARREGAMENTO:";"FOB";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"36";"MODALIDADE DE CARREGAMENTO: | FOB"
"23";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"JEPSEN";"1";"JEPSEN";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"79";"1";"objetivo";"2026";"OBJETIVOS";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"25";"OBJETIVOS | 2026"
"23";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"JEPSEN";"1";"JEPSEN";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"80";"2";"objetivo";"2026";"OBJETIVO DE VOLUME/MÊS (CAIXAS):";"1.300 (1 CARGA) À 1.500cx";"NULL";"CX";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"27";"OBJETIVO DE VOLUME/MÊS (CAIXAS): | 1.300 (1 CARGA) À 1.500cx"
"23";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"JEPSEN";"1";"JEPSEN";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"81";"3";"objetivo";"2026";"OBJETIVO DE VOLUME/TOTAL DO PERÍODO (CAIXAS):";"17.000cx";"17000.0000";"CX";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"30";"OBJETIVO DE VOLUME/TOTAL DO PERÍODO (CAIXAS): | 17.000cx"
"23";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"JEPSEN";"1";"JEPSEN";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"82";"4";"objetivo";"2026";"CRESCIMENTO PARA 2026:";"10%";"10.0000";"%";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"33";"CRESCIMENTO PARA 2026: | 10%"
"23";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"JEPSEN";"1";"JEPSEN";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"83";"5";"objetivo";"2026";"OBJETIVO DE SHARE PARA 2026:";"40%";"40.0000";"%";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"36";"OBJETIVO DE SHARE PARA 2026: | 40%"
"23";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"JEPSEN";"1";"JEPSEN";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"84";"6";"objetivo";"2026";"MODALIDADE DE CARREGAMENTO:";"FOB";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"39";"MODALIDADE DE CARREGAMENTO: | FOB"
